CGPA,Skills,Interest,Career,Age,Gender,Location,Highest_Qualification,Stream,Academic_Level,Soft_Skills,Languages_Known,Certifications,Preferred_Work_Style,Work_Type_Interest,Past_Jobs_Internships,Achievements,Skills_Gained,Willing_to_Relocate,student_profile
5.855,java,ai/ml,Machine Learning Engineer,21.0,Male,Chennai,B.Tech,BBA,Graduate,teamwork,Tamil,gcp,Field Work,Analytical,Freelance Project,Top Performer,teamwork,Yes,java ai/ml teamwork gcp teamwork
5.944,sql  java,cybersecurity,Security Engineer,19.0,Female,Delhi,12th,Mechanical,Graduate,teamwork,"Telugu, English",unknown,Office,Creative,Part-time Job,Awarded Best Project,programming,Yes,sql  java cybersecurity teamwork unknown programming
6.08,c++  react,data science,Data Analyst,28.0,Other,Delhi,B.Tech,IT,Student,communication  teamwork  problem solving,Tamil,machine learning  aws,Hybrid,Social,Startup Experience,Published Paper,project management,Yes,c++  react data science communication  teamwork  problem solving machine learning  aws project management
7.994,javascript  node.js,management,Project Manager,28.0,Other,Pune,B.Tech,Civil,Student,leadership  communication  time management,English,unknown,Remote,Creative,Freelance Project,Unknown,problem solving,Yes,javascript  node.js management leadership  communication  time management unknown problem solving
7.438,html/css  java,marketing,SEO Analyst,28.0,Male,Amalapuram,M.Sc,ECE,Student,problem solving  time management,English,gcp  full stack development,Hybrid,Social,Internship at XYZ,Unknown,problem solving,Yes,html/css  java marketing problem solving  time management gcp  full stack development problem solving
6.384,data analysis  c++,marketing,Digital Marketing Specialist,28.0,Other,Delhi,M.Tech,Mechanical,Student,creativity,Tamil,unknown,Office,Analytical,Internship at XYZ,Top Performer,teamwork,Yes,data analysis  c++ marketing creativity unknown teamwork
9.151,c++,design,Product Designer,28.0,Female,Delhi,MCA,Commerce,Student,leadership,Telugu,machine learning,Hybrid,Social,Internship at XYZ,Unknown,data analysis,Yes,c++ design leadership machine learning data analysis
7.651999999999999,python  c++,design,Graphic Designer,25.0,Other,Mumbai,12th,Civil,Working Professional,time management,English,azure,Remote,Analytical,Part-time Job,Published Paper,project management,Yes,python  c++ design time management azure project management
8.416,node.js  java,software development,Full Stack Developer,27.0,Male,Amalapuram,MCA,Civil,Graduate,leadership  communication,Tamil,data science  machine learning,Field Work,Technical,Research Assistant,Published Paper,leadership,No,node.js  java software development leadership  communication data science  machine learning leadership
5.36,html/css  react  java,data science,Data Analyst,21.0,Male,Vizag,M.Sc,EEE,Working Professional,problem solving  time management,"Tamil, Telugu",machine learning,Hybrid,Analytical,Startup Experience,Published Paper,problem solving,No,html/css  react  java data science problem solving  time management machine learning problem solving
9.703,data analysis  react  java,cybersecurity,Cybersecurity Analyst,29.0,Other,Chennai,12th,Civil,Working Professional,time management,Marathi,full stack development  python,Remote,Analytical,Unknown,Top Performer,teamwork,No,data analysis  react  java cybersecurity time management full stack development  python teamwork
8.247,c++  html/css  data analysis,software development,Frontend Developer,26.0,Female,Delhi,MBA,Mechanical,Student,communication  leadership,Tamil,gcp  data science,Office,Creative,Freelance Project,Published Paper,project management,Yes,c++  html/css  data analysis software development communication  leadership gcp  data science project management
9.455,data analysis,design,UI/UX Designer,30.0,Male,Mumbai,MCA,Civil,Working Professional,problem solving,"Kannada, Tamil",gcp,Remote,Creative,Part-time Job,Employee of the Month,project management,No,data analysis design problem solving gcp project management
8.519,data analysis  c++,software development,Backend Developer,25.0,Female,Chennai,10th,Mechanical,Student,leadership  teamwork  communication,Marathi,unknown,Field Work,Social,Unknown,Top Performer,teamwork,Yes,data analysis  c++ software development leadership  teamwork  communication unknown teamwork
8.037,data analysis  html/css,design,UI/UX Designer,27.0,Other,Hyderabad,12th,ECE,Graduate,leadership,Telugu,unknown,Field Work,Technical,Part-time Job,Top Performer,leadership,No,data analysis  html/css design leadership unknown leadership
9.351,html/css,ai/ml,Machine Learning Engineer,28.0,Male,Delhi,MCA,Civil,Student,problem solving  communication,Telugu,full stack development,Remote,Creative,Research Assistant,Awarded Best Project,programming,No,html/css ai/ml problem solving  communication full stack development programming
7.06,python,marketing,Digital Marketing Specialist,25.0,Male,Bangalore,M.Tech,Commerce,Student,leadership  communication,"Marathi, Telugu",unknown,Office,Creative,Startup Experience,Unknown,leadership,Yes,python marketing leadership  communication unknown leadership
7.462000000000001,sql,marketing,Marketing Executive,25.0,Male,Amalapuram,12th,ECE,Graduate,problem solving,"English, Telugu",unknown,Office,Technical,Research Assistant,Top Performer,problem solving,No,sql marketing problem solving unknown problem solving
9.15,sql  data analysis,cybersecurity,Cybersecurity Analyst,23.0,Other,Amalapuram,M.Tech,Commerce,Student,time management  communication,Tamil,gcp,Hybrid,Analytical,Internship at XYZ,Unknown,leadership,No,sql  data analysis cybersecurity time management  communication gcp leadership
7.464,java  node.js,design,UI/UX Designer,22.0,Female,Mumbai,MBA,EEE,Working Professional,teamwork  creativity  leadership,"Hindi, Kannada",unknown,Remote,Technical,Unknown,Awarded Best Project,project management,Yes,java  node.js design teamwork  creativity  leadership unknown project management
9.58,javascript  node.js,software development,Software Engineer,23.0,Female,Hyderabad,B.Sc,Commerce,Student,problem solving  teamwork  communication,"Tamil, Kannada",aws  python,Office,Creative,Freelance Project,Hackathon Winner,problem solving,Yes,javascript  node.js software development problem solving  teamwork  communication aws  python problem solving
9.703,python  java,management,Operations Manager,24.0,Male,Bangalore,B.Tech,IT,Student,communication  leadership  creativity,Hindi,unknown,Office,Social,Freelance Project,Top Performer,problem solving,Yes,python  java management communication  leadership  creativity unknown problem solving
7.119,c++  data analysis,software development,Full Stack Developer,19.0,Female,Mumbai,MCA,BBA,Graduate,communication  problem solving,"Kannada, English",unknown,Remote,Social,Freelance Project,Published Paper,programming,No,c++  data analysis software development communication  problem solving unknown programming
8.533,javascript  html/css,ai/ml,Machine Learning Engineer,18.0,Female,Mumbai,10th,CSE,Working Professional,teamwork  problem solving,"Hindi, Marathi",gcp,Office,Social,Unknown,Hackathon Winner,programming,Yes,javascript  html/css ai/ml teamwork  problem solving gcp programming
5.995,sql  react,marketing,Digital Marketing Specialist,19.0,Other,Chennai,10th,IT,Working Professional,communication  teamwork,Tamil,gcp,Remote,Technical,Unknown,Unknown,data analysis,Yes,sql  react marketing communication  teamwork gcp data analysis
5.394,javascript,data science,Data Analyst,18.0,Other,Bangalore,10th,EEE,Working Professional,leadership,"Telugu, Hindi",full stack development,Hybrid,Technical,Part-time Job,Published Paper,teamwork,No,javascript data science leadership full stack development teamwork
8.615,html/css  node.js  javascript,ai/ml,Deep Learning Engineer,29.0,Female,Chennai,MBA,Mechanical,Graduate,leadership,Hindi,unknown,Remote,Social,Internship at XYZ,Published Paper,problem solving,No,html/css  node.js  javascript ai/ml leadership unknown problem solving
7.632,python  java  sql,data science,Data Scientist,30.0,Female,Hyderabad,12th,IT,Student,time management  creativity,Hindi,azure  gcp,Field Work,Social,Research Assistant,Employee of the Month,project management,Yes,python  java  sql data science time management  creativity azure  gcp project management
6.769,sql  java,ai/ml,AI Researcher,20.0,Female,Delhi,M.Tech,CSE,Graduate,problem solving,"English, Marathi",aws,Remote,Technical,Freelance Project,Employee of the Month,teamwork,No,sql  java ai/ml problem solving aws teamwork
6.172,data analysis  html/css,data science,Data Analyst,25.0,Female,Chennai,M.Tech,Mechanical,Student,creativity  leadership,Hindi,azure,Hybrid,Analytical,Research Assistant,Unknown,problem solving,Yes,data analysis  html/css data science creativity  leadership azure problem solving
7.385,data analysis,data science,Business Analyst,24.0,Female,Hyderabad,B.Tech,EEE,Graduate,problem solving  teamwork,"Tamil, Hindi",machine learning,Remote,Social,Freelance Project,Published Paper,problem solving,No,data analysis data science problem solving  teamwork machine learning problem solving
9.554,javascript,software development,Frontend Developer,22.0,Other,Delhi,10th,Commerce,Working Professional,teamwork  problem solving  leadership,Marathi,unknown,Hybrid,Creative,Part-time Job,Unknown,problem solving,No,javascript software development teamwork  problem solving  leadership unknown problem solving
5.946,c++,cybersecurity,Cybersecurity Analyst,20.0,Other,Vizag,MCA,IT,Working Professional,problem solving,Kannada,unknown,Office,Technical,Startup Experience,Awarded Best Project,problem solving,No,c++ cybersecurity problem solving unknown problem solving
7.564,python  html/css  javascript,design,UI/UX Designer,26.0,Male,Bangalore,MCA,EEE,Student,time management  creativity  problem solving,"Tamil, Kannada",aws,Field Work,Social,Internship at XYZ,Published Paper,teamwork,No,python  html/css  javascript design time management  creativity  problem solving aws teamwork
9.514,node.js,data science,Data Analyst,19.0,Other,Chennai,M.Tech,Mechanical,Working Professional,problem solving  creativity  communication,"Kannada, Marathi",aws  full stack development,Field Work,Technical,Unknown,Hackathon Winner,leadership,No,node.js data science problem solving  creativity  communication aws  full stack development leadership
6.1240000000000006,java,ai/ml,Deep Learning Engineer,19.0,Female,Bangalore,12th,ECE,Student,communication  leadership  time management,Hindi,python,Remote,Analytical,Unknown,Employee of the Month,data analysis,No,java ai/ml communication  leadership  time management python data analysis
7.8,c++  javascript,software development,Backend Developer,20.0,Female,Pune,B.Tech,Civil,Working Professional,problem solving  creativity,Hindi,machine learning,Office,Social,Internship at XYZ,Unknown,programming,Yes,c++  javascript software development problem solving  creativity machine learning programming
6.848000000000001,node.js,software development,Backend Developer,29.0,Male,Chennai,B.Sc,BBA,Graduate,communication,Tamil,unknown,Field Work,Technical,Research Assistant,Hackathon Winner,programming,Yes,node.js software development communication unknown programming
8.343,c++  javascript,management,Operations Manager,28.0,Other,Bangalore,MBA,ECE,Working Professional,leadership  teamwork  communication,English,gcp  machine learning,Office,Social,Part-time Job,Unknown,problem solving,Yes,c++  javascript management leadership  teamwork  communication gcp  machine learning problem solving
5.954,react,cybersecurity,Security Engineer,23.0,Other,Hyderabad,MBA,BBA,Student,teamwork  communication,Telugu,aws  data science,Field Work,Analytical,Unknown,Awarded Best Project,data analysis,No,react cybersecurity teamwork  communication aws  data science data analysis
8.904,javascript  react  python,design,Graphic Designer,29.0,Male,Vizag,12th,IT,Student,time management  leadership,"English, Kannada",python,Office,Social,Part-time Job,Unknown,teamwork,Yes,javascript  react  python design time management  leadership python teamwork
