CGPA,Skills,Interest,Career,Age,Gender,Location,Highest_Qualification,Stream,Academic_Level,Soft_Skills,Languages_Known,Certifications,Preferred_Work_Style,Work_Type_Interest,Past_Jobs_Internships,Achievements,Skills_Gained,Willing_to_Relocate
7.464,"Java, Node.js",Design,UI/UX Designer,22,Female,Mumbai,MBA,EEE,Working Professional,"Teamwork, Creativity, Leadership","Hindi, Kannada",,Remote,Technical,,Awarded Best Project,Project Management,Yes
9.58,"JavaScript, Node.js",Software Development,Software Engineer,23,Female,Hyderabad,B.Sc,Commerce,Student,"Problem Solving, Teamwork, Communication","Tamil, Kannada","AWS, Python",Office,Creative,Freelance Project,Hackathon Winner,Problem Solving,Yes
9.703,"Python, Java",Management,Operations Manager,24,Male,Bangalore,B.Tech,IT,Student,"Communication, Leadership, Creativity",Hindi,,Office,Social,Freelance Project,Top Performer,Problem Solving,Yes
7.119,"C++, Data Analysis",Software Development,Full Stack Developer,19,Female,Mumbai,MCA,BBA,Graduate,"Communication, Problem Solving","Kannada, English",,Remote,Social,Freelance Project,Published Paper,Programming,No
8.533,"JavaScript, HTML/CSS",AI/ML,Machine Learning Engineer,18,Female,Mumbai,10th,CSE,Working Professional,"Teamwork, Problem Solving","Hindi, Marathi",GCP,Office,Social,,Hackathon Winner,Programming,Yes
5.995,"SQL, React",Marketing,Digital Marketing Specialist,19,Other,Chennai,10th,IT,Working Professional,"Communication, Teamwork",Tamil,GCP,Remote,Technical,,,Data Analysis,Yes
5.394,JavaScript,Data Science,Data Analyst,18,Other,Bangalore,10th,EEE,Working Professional,Leadership,"Telugu, Hindi",Full Stack Development,Hybrid,Technical,Part-time Job,Published Paper,Teamwork,No
8.615,"HTML/CSS, Node.js, JavaScript",AI/ML,Deep Learning Engineer,29,Female,Chennai,MBA,Mechanical,Graduate,Leadership,Hindi,,Remote,Social,Internship at XYZ,Published Paper,Problem Solving,No
7.632,"Python, Java, SQL",Data Science,Data Scientist,30,Female,Hyderabad,12th,IT,Student,"Time Management, Creativity",Hindi,"Azure, GCP",Field Work,Social,Research Assistant,Employee of the Month,Project Management,Yes
6.769,"SQL, Java",AI/ML,AI Researcher,20,Female,Delhi,M.Tech,CSE,Graduate,Problem Solving,"English, Marathi",AWS,Remote,Technical,Freelance Project,Employee of the Month,Teamwork,No
6.172,"Data Analysis, HTML/CSS",Data Science,Data Analyst,25,Female,Chennai,M.Tech,Mechanical,Student,"Creativity, Leadership",Hindi,Azure,Hybrid,Analytical,Research Assistant,,Problem Solving,Yes
7.385,Data Analysis,Data Science,Business Analyst,24,Female,Hyderabad,B.Tech,EEE,Graduate,"Problem Solving, Teamwork","Tamil, Hindi",Machine Learning,Remote,Social,Freelance Project,Published Paper,Problem Solving,No
9.554,JavaScript,Software Development,Frontend Developer,22,Other,Delhi,10th,Commerce,Working Professional,"Teamwork, Problem Solving, Leadership",Marathi,,Hybrid,Creative,Part-time Job,,Problem Solving,No
5.946,C++,Cybersecurity,Cybersecurity Analyst,20,Other,Vizag,MCA,IT,Working Professional,Problem Solving,Kannada,,Office,Technical,Startup Experience,Awarded Best Project,Problem Solving,No
7.564,"Python, HTML/CSS, JavaScript",Design,UI/UX Designer,26,Male,Bangalore,MCA,EEE,Student,"Time Management, Creativity, Problem Solving","Tamil, Kannada",AWS,Field Work,Social,Internship at XYZ,Published Paper,Teamwork,No
9.514,Node.js,Data Science,Data Analyst,19,Other,Chennai,M.Tech,Mechanical,Working Professional,"Problem Solving, Creativity, Communication","Kannada, Marathi","AWS, Full Stack Development",Field Work,Technical,,Hackathon Winner,Leadership,No
6.1240000000000006,Java,AI/ML,Deep Learning Engineer,19,Female,Bangalore,12th,ECE,Student,"Communication, Leadership, Time Management",Hindi,Python,Remote,Analytical,,Employee of the Month,Data Analysis,No
7.8,"C++, JavaScript",Software Development,Backend Developer,20,Female,Pune,B.Tech,Civil,Working Professional,"Problem Solving, Creativity",Hindi,Machine Learning,Office,Social,Internship at XYZ,,Programming,Yes
6.848000000000001,Node.js,Software Development,Backend Developer,29,Male,Chennai,B.Sc,BBA,Graduate,Communication,Tamil,,Field Work,Technical,Research Assistant,Hackathon Winner,Programming,Yes
8.343,"C++, JavaScript",Management,Operations Manager,28,Other,Bangalore,MBA,ECE,Working Professional,"Leadership, Teamwork, Communication",English,"GCP, Machine Learning",Office,Social,Part-time Job,,Problem Solving,Yes
5.954,React,Cybersecurity,Security Engineer,23,Other,Hyderabad,MBA,BBA,Student,"Teamwork, Communication",Telugu,"AWS, Data Science",Field Work,Analytical,,Awarded Best Project,Data Analysis,No
8.904,"JavaScript, React, Python",Design,Graphic Designer,29,Male,Vizag,12th,IT,Student,"Time Management, Leadership","English, Kannada",Python,Office,Social,Part-time Job,,Teamwork,Yes
9.35,JavaScript,Software Development,Software Engineer,27,Male,Chennai,10th,EEE,Working Professional,"Creativity, Teamwork",Tamil,,Office,Analytical,Freelance Project,Hackathon Winner,Programming,Yes
7.051,C++,AI/ML,Machine Learning Engineer,20,Male,Delhi,MBA,IT,Graduate,"Time Management, Communication","Hindi, Marathi",,Office,Social,Freelance Project,Employee of the Month,Problem Solving,Yes
8.467,SQL,Marketing,Digital Marketing Specialist,18,Female,Chennai,MBA,Mechanical,Student,"Leadership, Time Management, Problem Solving",Marathi,,Field Work,Social,Part-time Job,Awarded Best Project,Teamwork,Yes
8.982,"JavaScript, Node.js",Design,Product Designer,18,Other,Chennai,B.Sc,Commerce,Graduate,Teamwork,"Hindi, Telugu",Data Science,Field Work,Technical,,Published Paper,Leadership,No
6.603,"HTML/CSS, Node.js",Cybersecurity,Ethical Hacker,28,Male,Mumbai,MCA,IT,Graduate,"Communication, Creativity",Kannada,"Python, Machine Learning",Office,Social,,Employee of the Month,Problem Solving,Yes
7.292,"Java, Python",Marketing,Marketing Executive,23,Female,Amalapuram,10th,BBA,Graduate,"Problem Solving, Time Management",English,,Remote,Creative,,Top Performer,Programming,Yes
7.031999999999999,"JavaScript, HTML/CSS, SQL",Cybersecurity,Ethical Hacker,29,Male,Chennai,12th,EEE,Student,"Problem Solving, Teamwork, Communication",English,GCP,Field Work,Analytical,,Employee of the Month,Problem Solving,No
7.292,JavaScript,Cybersecurity,Security Engineer,22,Other,Chennai,MCA,EEE,Student,"Communication, Time Management","English, Tamil",,Office,Analytical,Internship at XYZ,Top Performer,Data Analysis,Yes
9.466,"Data Analysis, JavaScript",Marketing,SEO Analyst,23,Other,Mumbai,MBA,CSE,Graduate,Creativity,"Kannada, English",Full Stack Development,Hybrid,Social,Internship at XYZ,Published Paper,Leadership,Yes
9.054,Java,Management,Business Manager,20,Male,Bangalore,10th,CSE,Graduate,"Teamwork, Communication","Kannada, Tamil","AWS, GCP",Remote,Analytical,,Published Paper,Programming,Yes
9.89,"C++, Node.js",Data Science,Data Analyst,19,Female,Delhi,M.Sc,CSE,Working Professional,"Creativity, Time Management, Leadership",Kannada,Azure,Field Work,Creative,Internship at XYZ,Published Paper,Data Analysis,Yes
6.87,"SQL, C++",AI/ML,AI Researcher,25,Other,Delhi,MBA,IT,Working Professional,"Leadership, Teamwork","Marathi, English",Azure,Remote,Creative,,Top Performer,Programming,Yes
9.559999999999999,"C++, React, Python",Data Science,Business Analyst,25,Female,Bangalore,MCA,CSE,Graduate,Communication,"Telugu, Kannada",,Office,Analytical,,Awarded Best Project,Leadership,No
6.12,"HTML/CSS, Python",Software Development,Backend Developer,19,Other,Amalapuram,12th,ECE,Working Professional,"Time Management, Leadership","Tamil, Marathi","Data Science, Full Stack Development",Office,Social,Part-time Job,Employee of the Month,Leadership,Yes
9.394,HTML/CSS,Marketing,SEO Analyst,26,Other,Amalapuram,B.Tech,BBA,Graduate,"Creativity, Leadership","Hindi, Tamil","Python, Data Science",Hybrid,Social,Freelance Project,Employee of the Month,Project Management,No
7.0200000000000005,"Data Analysis, Python",Management,Business Manager,25,Female,Chennai,B.Sc,BBA,Working Professional,Leadership,Tamil,"Machine Learning, Azure",Field Work,Creative,Internship at XYZ,Awarded Best Project,Programming,Yes
5.474,"JavaScript, React, C++",AI/ML,AI Researcher,18,Male,Vizag,10th,Commerce,Student,"Leadership, Problem Solving, Teamwork",Kannada,,Remote,Technical,Internship at XYZ,Employee of the Month,Teamwork,Yes
6.038,HTML/CSS,Management,Business Manager,25,Other,Mumbai,MCA,IT,Graduate,Creativity,"Kannada, Marathi","Azure, GCP",Field Work,Technical,Part-time Job,Published Paper,Programming,Yes
7.6530000000000005,"SQL, JavaScript, Python",Software Development,Software Engineer,28,Female,Mumbai,10th,CSE,Working Professional,Time Management,Kannada,,Hybrid,Analytical,Freelance Project,Published Paper,Project Management,Yes
7.206999999999999,"JavaScript, SQL",Data Science,Data Analyst,24,Other,Delhi,MCA,ECE,Graduate,"Leadership, Communication, Time Management",English,Python,Remote,Social,Startup Experience,Hackathon Winner,Programming,No
6.418000000000001,"C++, JavaScript",Cybersecurity,Ethical Hacker,28,Female,Mumbai,MCA,Commerce,Student,"Problem Solving, Creativity","Kannada, Telugu",Full Stack Development,Office,Social,Part-time Job,Awarded Best Project,Programming,Yes
8.158,Python,AI/ML,Deep Learning Engineer,22,Male,Bangalore,12th,IT,Graduate,"Communication, Creativity, Leadership","Kannada, English",,Field Work,Analytical,Freelance Project,Awarded Best Project,Problem Solving,No
7.06,"Python, Data Analysis, SQL",Software Development,Full Stack Developer,25,Female,Mumbai,M.Sc,Commerce,Student,Leadership,"Telugu, Hindi",Full Stack Development,Hybrid,Technical,Research Assistant,,Project Management,Yes
9.849,"React, HTML/CSS, JavaScript",Data Science,Data Analyst,25,Female,Amalapuram,12th,BBA,Working Professional,"Time Management, Leadership, Communication",Hindi,"Data Science, Machine Learning",Office,Creative,Part-time Job,Employee of the Month,Data Analysis,Yes
5.789,"C++, React",AI/ML,Deep Learning Engineer,26,Other,Amalapuram,10th,EEE,Working Professional,Teamwork,Telugu,"AWS, GCP",Office,Technical,Freelance Project,Hackathon Winner,Problem Solving,No
5.325,"Python, JavaScript, C++",Design,Product Designer,27,Other,Amalapuram,M.Sc,Commerce,Graduate,Time Management,Telugu,Azure,Field Work,Creative,Research Assistant,Top Performer,Teamwork,Yes
6.731,"Python, Node.js",Software Development,Frontend Developer,30,Male,Mumbai,12th,CSE,Student,"Time Management, Creativity, Communication","Telugu, English",Python,Remote,Technical,Research Assistant,Employee of the Month,Teamwork,No
9.483,"SQL, Node.js, Java",Cybersecurity,Ethical Hacker,30,Female,Amalapuram,B.Tech,EEE,Graduate,"Time Management, Problem Solving",Tamil,Python,Remote,Creative,Research Assistant,Top Performer,Project Management,No
8.599,"C++, JavaScript, Node.js",Cybersecurity,Ethical Hacker,30,Female,Mumbai,MCA,EEE,Working Professional,"Problem Solving, Time Management",Kannada,"GCP, AWS",Hybrid,Analytical,Internship at XYZ,Top Performer,Problem Solving,No
5.29,JavaScript,Software Development,Software Engineer,29,Female,Vizag,10th,EEE,Graduate,Leadership,Hindi,"GCP, AWS",Remote,Technical,Research Assistant,Top Performer,Problem Solving,Yes
9.465,"C++, JavaScript",Data Science,Data Scientist,19,Male,Bangalore,B.Tech,IT,Working Professional,Communication,"Hindi, Tamil",,Field Work,Technical,Research Assistant,,Leadership,Yes
9.132,"Java, SQL",Marketing,Marketing Executive,22,Female,Vizag,MCA,ECE,Graduate,"Teamwork, Leadership",Kannada,,Hybrid,Social,Freelance Project,Published Paper,Problem Solving,Yes
8.366,"SQL, Node.js, Java",Management,Project Manager,25,Other,Bangalore,MCA,Civil,Working Professional,"Leadership, Creativity, Teamwork","Marathi, Telugu",Full Stack Development,Remote,Analytical,Research Assistant,Top Performer,Programming,No
9.312999999999999,"Data Analysis, Java",Software Development,Backend Developer,28,Male,Vizag,M.Tech,EEE,Graduate,"Teamwork, Problem Solving, Time Management","Marathi, Tamil",,Hybrid,Social,Freelance Project,Published Paper,Project Management,No
5.077,React,Software Development,Software Engineer,23,Male,Chennai,B.Tech,Commerce,Working Professional,"Time Management, Leadership, Communication",Marathi,AWS,Office,Technical,,Awarded Best Project,Teamwork,No
5.079,Node.js,Cybersecurity,Security Engineer,29,Male,Vizag,12th,IT,Working Professional,"Time Management, Leadership","Tamil, Hindi","GCP, Data Science",Office,Technical,,,Teamwork,Yes
7.226000000000001,HTML/CSS,Marketing,SEO Analyst,28,Male,Chennai,M.Tech,IT,Graduate,"Problem Solving, Communication, Leadership","Tamil, Marathi",,Office,Social,Research Assistant,Hackathon Winner,Problem Solving,No
5.632,Python,Marketing,Marketing Executive,22,Female,Hyderabad,MBA,Mechanical,Graduate,"Creativity, Teamwork, Leadership",Tamil,"Python, GCP",Office,Creative,Part-time Job,Hackathon Winner,Problem Solving,No
5.762,SQL,Software Development,Backend Developer,22,Other,Delhi,10th,Commerce,Working Professional,"Time Management, Leadership, Communication",Tamil,Azure,Office,Technical,,Published Paper,Teamwork,Yes
9.717,"Python, Java, JavaScript",Cybersecurity,Cybersecurity Analyst,26,Other,Vizag,MCA,Commerce,Student,"Problem Solving, Time Management",Hindi,Machine Learning,Field Work,Creative,Internship at XYZ,Top Performer,Project Management,No
5.018,HTML/CSS,Data Science,Data Analyst,30,Male,Mumbai,M.Tech,ECE,Graduate,"Time Management, Creativity, Communication",English,"Python, Machine Learning",Remote,Social,Internship at XYZ,Awarded Best Project,Problem Solving,No
7.287000000000001,Data Analysis,Cybersecurity,Security Engineer,19,Female,Pune,M.Sc,BBA,Working Professional,"Leadership, Creativity, Problem Solving","Tamil, Kannada",,Office,Technical,,Employee of the Month,Teamwork,Yes
8.026,C++,AI/ML,Deep Learning Engineer,22,Male,Amalapuram,10th,ECE,Working Professional,Communication,"Telugu, Marathi","Full Stack Development, Python",Field Work,Analytical,,Published Paper,Teamwork,No
6.895999999999999,SQL,Design,Graphic Designer,29,Female,Amalapuram,M.Tech,CSE,Student,"Communication, Teamwork, Creativity","Tamil, English","GCP, Full Stack Development",Remote,Technical,Internship at XYZ,Hackathon Winner,Problem Solving,Yes
7.665000000000001,"React, Python",Cybersecurity,Security Engineer,18,Other,Vizag,MCA,BBA,Working Professional,"Creativity, Leadership, Problem Solving",Marathi,"AWS, GCP",Field Work,Analytical,Internship at XYZ,Published Paper,Data Analysis,Yes
9.248000000000001,Python,AI/ML,Machine Learning Engineer,30,Other,Pune,B.Sc,BBA,Graduate,"Creativity, Leadership",Hindi,,Office,Social,Startup Experience,,Teamwork,Yes
8.738,"HTML/CSS, Data Analysis, C++",Data Science,Business Analyst,25,Male,Bangalore,M.Sc,CSE,Student,"Creativity, Problem Solving","Kannada, Tamil",,Hybrid,Social,Research Assistant,Hackathon Winner,Data Analysis,Yes
7.090999999999999,"Data Analysis, SQL, JavaScript",Design,Graphic Designer,26,Other,Mumbai,MBA,ECE,Student,"Time Management, Leadership",Kannada,"AWS, Python",Hybrid,Analytical,Part-time Job,Hackathon Winner,Problem Solving,No
6.906000000000001,Data Analysis,Management,Business Manager,26,Other,Chennai,M.Tech,Civil,Graduate,Teamwork,"Kannada, Telugu","Full Stack Development, GCP",Office,Social,Internship at XYZ,Published Paper,Data Analysis,Yes
9.318999999999999,JavaScript,Design,Product Designer,24,Other,Hyderabad,M.Tech,Commerce,Working Professional,"Time Management, Creativity",Marathi,"Data Science, Machine Learning",Office,Analytical,Research Assistant,Hackathon Winner,Project Management,No
7.531000000000001,"SQL, React, Node.js",Software Development,Full Stack Developer,21,Other,Hyderabad,10th,IT,Graduate,Problem Solving,Tamil,Full Stack Development,Remote,Creative,Freelance Project,Hackathon Winner,Leadership,Yes
5.211,Data Analysis,Management,Business Manager,28,Male,Chennai,B.Tech,Commerce,Working Professional,"Time Management, Creativity","Tamil, Kannada",Python,Remote,Analytical,Internship at XYZ,Employee of the Month,Data Analysis,No
6.452,"JavaScript, Data Analysis, React",Design,Graphic Designer,21,Male,Delhi,B.Tech,IT,Student,"Time Management, Teamwork","Kannada, Tamil",,Remote,Technical,Part-time Job,Hackathon Winner,Problem Solving,No
6.824,JavaScript,Design,Graphic Designer,22,Male,Delhi,B.Tech,EEE,Working Professional,"Problem Solving, Communication",English,"AWS, GCP",Remote,Technical,Freelance Project,Published Paper,Problem Solving,Yes
5.711,"HTML/CSS, SQL",Marketing,Digital Marketing Specialist,30,Male,Pune,M.Tech,ECE,Working Professional,Problem Solving,Hindi,Data Science,Office,Creative,Internship at XYZ,Employee of the Month,Leadership,Yes
6.4959999999999996,"Python, Node.js, React",Cybersecurity,Security Engineer,25,Other,Hyderabad,10th,CSE,Graduate,Teamwork,"Kannada, Telugu","Data Science, AWS",Hybrid,Social,Freelance Project,Top Performer,Data Analysis,No
5.011,"SQL, React",Software Development,Software Engineer,19,Other,Amalapuram,B.Tech,IT,Working Professional,Problem Solving,"Hindi, Tamil","AWS, Azure",Hybrid,Analytical,Freelance Project,,Data Analysis,No
7.315,"Node.js, HTML/CSS",Marketing,Digital Marketing Specialist,23,Male,Pune,M.Sc,IT,Student,"Leadership, Creativity, Problem Solving",Tamil,"Python, Machine Learning",Hybrid,Creative,,Top Performer,Project Management,Yes
9.799,"Java, JavaScript, Node.js",Data Science,Data Scientist,18,Male,Bangalore,M.Tech,CSE,Student,Teamwork,"Tamil, Hindi",Machine Learning,Field Work,Analytical,,Top Performer,Leadership,No
7.343000000000001,Python,Cybersecurity,Cybersecurity Analyst,21,Male,Chennai,MCA,Mechanical,Graduate,"Time Management, Communication",Kannada,GCP,Office,Creative,Part-time Job,Employee of the Month,Teamwork,No
